3500,E03001,2566
4000,E11001,2566
800,A12001,2566
800,A12002,2566
800,A12003,2566
800,A12004,2566
800,A12005,2566
800,A13001,2566
800,A13002,2566
800,A13003,2566
800,A13004,2566
800,A13005,2566
800,A21001,2566
800,A21002,2566
800,A21003,2566
800,A21004,2566
800,A21005,2566
800,A22001,2566
800,A22002,2566
800,A22003,2566
800,A22004,2566
800,A22005,2566
800,A23001,2566
800,A23002,2566
800,A23003,2566
800,A23004,2566
800,A23005,2566
500,E12001,2566
500,E12002,2566
500,E12003,2566
500,E12004,2566
500,E12005,2566
500,E12006,2566
500,E12007,2566
500,E12008,2566
500,E12009,2566
500,E12010,2566
500,E12011,2566
500,E12012,2566
500,E12013,2566
500,E12014,2566
500,E12015,2566
500,E12016,2566
500,E12017,2566
700,E12018,2566
500,E13001,2566
500,E13002,2566
500,E13003,2566
500,E13004,2566
500,E13005,2566
500,E13006,2566
500,E13007,2566
500,E13008,2566
500,E13009,2566
500,E13010,2566
500,E13011,2566
500,E13012,2566
500,E13013,2566
500,E13014,2566
500,E13015,2566
500,E13016,2566
500,E13017,2566
700,E13018,2566
500,E21001,2566
500,E21002,2566
500,E21003,2566
500,E21004,2566
500,E21005,2566
500,E21006,2566
500,E21007,2566
500,E21008,2566
500,E21009,2566
500,E21010,2566
500,E21011,2566
500,E21012,2566
500,E21013,2566
500,E21014,2566
500,E21015,2566
500,E21016,2566
500,E21017,2566
700,E21018,2566
500,E22001,2566
500,E22002,2566
500,E22003,2566
500,E22004,2566
500,E22005,2566
500,E22006,2566
500,E22007,2566
500,E22008,2566
500,E22009,2566
500,E22010,2566
500,E22011,2566
500,E22012,2566
500,E22013,2566
500,E22014,2566
500,E22015,2566
500,E22016,2566
500,E22017,2566
700,E22018,2566
500,E23001,2566
500,E23002,2566
500,E23003,2566
500,E23004,2566
500,E23005,2566
500,E23006,2566
500,E23007,2566
500,E23008,2566
500,E23009,2566
500,E23010,2566
500,E23011,2566
500,E23012,2566
500,E23013,2566
500,E23014,2566
500,E23015,2566
500,E23016,2566
500,E23017,2566
700,E23018,2566
400,A31001,2566
400,A31002,2566
400,A31003,2566
400,A31004,2566
400,A31005,2566
500,A31006,2566
400,A32001,2566
400,A32002,2566
400,A32003,2566
400,A32004,2566
400,A32005,2566
500,A32006,2566
400,A33001,2566
400,A33002,2566
400,A33003,2566
400,A33004,2566
400,A33005,2566
500,A33006,2566
2500,E31001,2566
2500,E31002,2566
2500,E31003,2566
2500,E31004,2566
2500,E31005,2566
2500,E31006,2566
2500,E31007,2566
2500,E31008,2566
2500,E31009,2566
2500,E31010,2566
2500,E31011,2566
2500,E31012,2566
2500,E31013,2566
2500,E31014,2566
2500,E31015,2566
2500,E31016,2566
2500,E32001,2566
2500,E32002,2566
2500,E32003,2566
2500,E32004,2566
2500,E32005,2566
2500,E32006,2566
2500,E32007,2566
2500,E32008,2566
2500,E32009,2566
2500,E32010,2566
2500,E32011,2566
2500,E32012,2566
2500,E32013,2566
2500,E32014,2566
2500,E32015,2566
2500,E32016,2566
2500,E33001,2566
2500,E33002,2566
2500,E33003,2566
2500,E33004,2566
2500,E33005,2566
2500,E33006,2566
2500,E33007,2566
2500,E33008,2566
2500,E33009,2566
2500,E33010,2566
2500,E33011,2566
2500,E33012,2566
2500,E33013,2566
2500,E33014,2566
2500,E33015,2566
2500,E33016,2566
2750,P41001,2566
3250,E41001,2566
3250,E41002,2566
3250,E41003,2566
3250,E41004,2566
3250,E41005,2566
3250,E41006,2566
3250,E41007,2566
3250,E41008,2566
3250,E41009,2566
3250,E41010,2566
3250,E41011,2566
3250,E41012,2566
3250,E41013,2566
3250,E41014,2566
3250,E41015,2566
3250,E41016,2566
3250,E41017,2566
3250,E41018,2566
3250,E41019,2566
3250,E41020,2566
3250,E41021,2566
3250,E41022,2566
3250,E41023,2566
3250,E41024,2566
3250,E41025,2566
3250,E41026,2566
3250,E41027,2566
3250,E41028,2566
3250,E41029,2566
3250,E41030,2566
3250,E41031,2566
3250,E41032,2566
3250,E41033,2566
3250,E41034,2566
3250,E41035,2566
2750,E41036,2566
2750,E41037,2566
2750,E41038,2566
2750,E41039,2566
2750,E41040,2566
2750,P42001,2566
3250,E42001,2566
3250,E42002,2566
3250,E42003,2566
3250,E42004,2566
3250,E42005,2566
3250,E42006,2566
3250,E42007,2566
3250,E42008,2566
3250,E42009,2566
3250,E42010,2566
3250,E42011,2566
3250,E42012,2566
3250,E42013,2566
3250,E42014,2566
3250,E42015,2566
3250,E42016,2566
3250,E42017,2566
3250,E42018,2566
3250,E42019,2566
3250,E42020,2566
3250,E42021,2566
3250,E42022,2566
3250,E42023,2566
3250,E42024,2566
3250,E42025,2566
3250,E42026,2566
3250,E42027,2566
3250,E42028,2566
3250,E42029,2566
3250,E42030,2566
3250,E42031,2566
3250,E42032,2566
3250,E42033,2566
3250,E42034,2566
3250,E42035,2566
3250,E42036,2566
3250,E42037,2566
2750,E42038,2566
2750,E42039,2566
2750,E42040,2566
2750,E42041,2566
2750,E42042,2566
2750,P43001,2566
3250,E43001,2566
3250,E43002,2566
3250,E43003,2566
3250,E43004,2566
3250,E43005,2566
3250,E43006,2566
3250,E43007,2566
3250,E43008,2566
3250,E43009,2566
3250,E43010,2566
3250,E43011,2566
3250,E43012,2566
3250,E43013,2566
3250,E43014,2566
3250,E43015,2566
3250,E43016,2566
3250,E43017,2566
3250,E43018,2566
3250,E43019,2566
3250,E43020,2566
3250,E43021,2566
3250,E43022,2566
3250,E43023,2566
3250,E43024,2566
3250,E43025,2566
3250,E43026,2566
3250,E43027,2566
3250,E43028,2566
3250,E43029,2566
3250,E43030,2566
3250,E43031,2566
3250,E43032,2566
3250,E43033,2566
3250,E43034,2566
3250,E43035,2566
3250,E43036,2566
3250,E43037,2566
2750,E43038,2566
2750,E43039,2566
2750,E43040,2566
2750,E43041,2566
2750,E43042,2566
